Vin_A,Vin_B,Vin_C,TEMP,pvdd,Lmin,Wmin,toxe_n,toxm_n,toxref_n,toxp_n,xj_n,ndep_n,toxe_p,toxm_p,toxref_p,toxp_p,xj_p,ndep_p,Leakage_power
1.0,0.0,0.0,-31.238427342955447,0.9834929125246176,4.6162993532746424e-08,2.3543279296275882e-07,1.3007048581919883e-09,1.285140993405254e-09,1.1720686430058852e-09,1.0145169782918494e-09,1.3723322350567829e-08,3.244230634908609e+18,1.2590310225061014e-09,1.3057617497213822e-09,1.2917981700151334e-09,1.0449395270703516e-09,1.3891994230447161e-08,2.420818707357389e+18,1.5742239901003033e-09
1.0,0.0,1.0,-31.238427342955447,0.9834929125246176,4.6162993532746424e-08,2.3543279296275882e-07,1.3007048581919883e-09,1.285140993405254e-09,1.1720686430058852e-09,1.0145169782918494e-09,1.3723322350567829e-08,3.244230634908609e+18,1.2590310225061014e-09,1.3057617497213822e-09,1.2917981700151334e-09,1.0449395270703516e-09,1.3891994230447161e-08,2.420818707357389e+18,4.130576086729674e-09
1.0,1.0,0.0,-31.238427342955447,0.9834929125246176,4.6162993532746424e-08,2.3543279296275882e-07,1.3007048581919883e-09,1.285140993405254e-09,1.1720686430058852e-09,1.0145169782918494e-09,1.3723322350567829e-08,3.244230634908609e+18,1.2590310225061014e-09,1.3057617497213822e-09,1.2917981700151334e-09,1.0449395270703516e-09,1.3891994230447161e-08,2.420818707357389e+18,3.325628505533367e-09
1.0,1.0,1.0,-31.238427342955447,0.9834929125246176,4.6162993532746424e-08,2.3543279296275882e-07,1.3007048581919883e-09,1.285140993405254e-09,1.1720686430058852e-09,1.0145169782918494e-09,1.3723322350567829e-08,3.244230634908609e+18,1.2590310225061014e-09,1.3057617497213822e-09,1.2917981700151334e-09,1.0449395270703516e-09,1.3891994230447161e-08,2.420818707357389e+18,6.973908104283884e-08
0.0,0.0,0.0,67.68344178220306,0.9777957013646704,4.74454591391905e-08,2.334038935232147e-07,1.2537201389614488e-09,1.295343385894853e-09,1.2361522746099542e-09,1.0358006575661035e-09,1.3555483254174464e-08,3.3056571977497687e+18,1.256883509256593e-09,1.2791572196858262e-09,1.3593767956844558e-09,1.1218469345012615e-09,1.445362437321575e-08,2.33765590143801e+18,4.850128633659704e-09
0.0,0.0,1.0,67.68344178220306,0.9777957013646704,4.74454591391905e-08,2.334038935232147e-07,1.2537201389614488e-09,1.295343385894853e-09,1.2361522746099542e-09,1.0358006575661035e-09,1.3555483254174464e-08,3.3056571977497687e+18,1.256883509256593e-09,1.2791572196858262e-09,1.3593767956844558e-09,1.1218469345012615e-09,1.445362437321575e-08,2.33765590143801e+18,7.353529585907896e-09
0.0,1.0,0.0,67.68344178220306,0.9777957013646704,4.74454591391905e-08,2.334038935232147e-07,1.2537201389614488e-09,1.295343385894853e-09,1.2361522746099542e-09,1.0358006575661035e-09,1.3555483254174464e-08,3.3056571977497687e+18,1.256883509256593e-09,1.2791572196858262e-09,1.3593767956844558e-09,1.1218469345012615e-09,1.445362437321575e-08,2.33765590143801e+18,6.470807330427429e-09
0.0,1.0,1.0,67.68344178220306,0.9777957013646704,4.74454591391905e-08,2.334038935232147e-07,1.2537201389614488e-09,1.295343385894853e-09,1.2361522746099542e-09,1.0358006575661035e-09,1.3555483254174464e-08,3.3056571977497687e+18,1.256883509256593e-09,1.2791572196858262e-09,1.3593767956844558e-09,1.1218469345012615e-09,1.445362437321575e-08,2.33765590143801e+18,3.928906335552879e-08
1.0,0.0,0.0,67.68344178220306,0.9777957013646704,4.74454591391905e-08,2.334038935232147e-07,1.2537201389614488e-09,1.295343385894853e-09,1.2361522746099542e-09,1.0358006575661035e-09,1.3555483254174464e-08,3.3056571977497687e+18,1.256883509256593e-09,1.2791572196858262e-09,1.3593767956844558e-09,1.1218469345012615e-09,1.445362437321575e-08,2.33765590143801e+18,6.760155639288059e-09
1.0,0.0,1.0,67.68344178220306,0.9777957013646704,4.74454591391905e-08,2.334038935232147e-07,1.2537201389614488e-09,1.295343385894853e-09,1.2361522746099542e-09,1.0358006575661035e-09,1.3555483254174464e-08,3.3056571977497687e+18,1.256883509256593e-09,1.2791572196858262e-09,1.3593767956844558e-09,1.1218469345012615e-09,1.445362437321575e-08,2.33765590143801e+18,2.1891133005446653e-08
1.0,1.0,0.0,67.68344178220306,0.9777957013646704,4.74454591391905e-08,2.334038935232147e-07,1.2537201389614488e-09,1.295343385894853e-09,1.2361522746099542e-09,1.0358006575661035e-09,1.3555483254174464e-08,3.3056571977497687e+18,1.256883509256593e-09,1.2791572196858262e-09,1.3593767956844558e-09,1.1218469345012615e-09,1.445362437321575e-08,2.33765590143801e+18,2.0087628784723796e-08
1.0,1.0,1.0,67.68344178220306,0.9777957013646704,4.74454591391905e-08,2.334038935232147e-07,1.2537201389614488e-09,1.295343385894853e-09,1.2361522746099542e-09,1.0358006575661035e-09,1.3555483254174464e-08,3.3056571977497687e+18,1.256883509256593e-09,1.2791572196858262e-09,1.3593767956844558e-09,1.1218469345012615e-09,1.445362437321575e-08,2.33765590143801e+18,1.4964360502033846e-07
0.0,0.0,0.0,-13.67771643692759,0.9636599828555528,4.5604694692457414e-08,2.382530474150817e-07,1.291096913974814e-09,1.2311444179996583e-09,1.223242446631789e-09,9.666853553871015e-10,1.4239258534613938e-08,3.034309847038846e+18,1.294591904960581e-09,1.244780733026463e-09,1.342085742723029e-09,1.002187390284139e-09,1.4087984886958624e-08,2.434952001590267e+18,1.5959644070661801e-09
0.0,0.0,1.0,-13.67771643692759,0.9636599828555528,4.5604694692457414e-08,2.382530474150817e-07,1.291096913974814e-09,1.2311444179996583e-09,1.223242446631789e-09,9.666853553871015e-10,1.4239258534613938e-08,3.034309847038846e+18,1.294591904960581e-09,1.244780733026463e-09,1.342085742723029e-09,1.002187390284139e-09,1.4087984886958624e-08,2.434952001590267e+18,3.070842227451457e-09
